 1056	2.2088055508467
 1054	2.1981734381217
 1536	1.8304622675363
  171	1.7875303400479
  453	1.7317551941859
  407	1.6939711736079
  263	1.6757161394893
 4664	1.6438461881424
  261	1.6172721148881
  410	1.6124451973315
 1959	1.6090179165831
  165	1.6062178672555
 1198	1.5391042615198
  127	1.4965868606634
 4054	1.4656967348456
 2265	1.4343283228213
  345	1.4337394861624
  763	1.4294711749051
  989	1.3989626253999
  987	1.3957185102410
  408	1.3812041318765
  329	1.3623586732536
    4	1.3402914314935
 1551	1.3264192028686
  699	1.3253794882720
  982	1.3187304064497
  903	1.3144386427160
  481	1.3140665869579
 2485	1.3105054537215
 1055	1.3070221440330
 1598	1.3003301866520
 1971	1.2952714880200
 2975	1.2950373173206
   99	1.2805952601714
  220	1.2776778934180
  147	1.2674740679366
  628	1.2405559042851
  348	1.1993424823667
  131	1.1941457625427
  988	1.1866761686771
  695	1.1836956865810
 2177	1.1829334202268
  185	1.1809623174614
  565	1.1808582352770
  812	1.1787807967109
 3881	1.1763994796878
  568	1.1691351805031
 5397	1.1647441093335
 4682	1.1591426163367
 4159	1.1560088690977
 1537	1.1472573851798
 3076	1.1471977377382
  867	1.1442599387277
 3060	1.1394169915768
  412	1.1391625775680
  344	1.1267922285955
 1282	1.1187134841716
  566	1.1160423273094
 1164	1.1087618252324
 5315	1.1060597538990
 1503	1.0974495506261
  889	1.0923752834714
 1456	1.0917567365358
  146	1.0914524011921
  495	1.0822375170966
 3802	1.0815321059762
 1922	1.0812787882898
 2364	1.0790669698090
  765	1.0703917674815
  761	1.0689277806208
 1535	1.0630172986238
 1943	1.0554069109604
 1534	1.0519839237644
  200	1.0516676681318
 2179	1.0492045291284
  205	1.0453722099080
 2096	1.0413222674566
  819	1.0349295686782
 1248	1.0327080724221
 5673	1.0303572230061
 2196	1.0261177072804
  696	1.0233518996422
  592	1.0219933312727
  794	1.0174236156105
  260	1.0162140973377
  167	1.0146675543937
  470	1.0141127793894
 3578	1.0125368034287
 7008	1.0118632652719
  945	1.0037495679979
 1963	0.9958635924684
  560	0.9932369341129
  149	0.9853115605196
 1932	0.9829493398437
 5728	0.9766810165244
 1217	0.9740914351965
 1186	0.9697543470405
