 1056	2.208805600
 1054	2.198173500
 1536	1.830462300
  171	1.787530400
  453	1.731755300
  407	1.693971300
  263	1.675716200
 4664	1.643846300
  261	1.617272100
  410	1.612445200
 1959	1.609018000
  165	1.606218000
 1198	1.539104300
  127	1.496586900
 4054	1.465696800
 2265	1.434328300
  345	1.433739500
  763	1.429471300
  989	1.398962600
  987	1.395718600
  408	1.381204100
  329	1.362358700
    4	1.340291500
 1551	1.326419200
  699	1.325379500
  982	1.318730500
  903	1.314438700
  481	1.314066600
 2485	1.310505500
 1055	1.307022200
 1598	1.300330300
 1971	1.295271500
 2975	1.295037400
   99	1.280595300
  220	1.277677900
  147	1.267474000
  628	1.240556000
  348	1.199342500
  131	1.194145800
  988	1.186676300
  695	1.183695800
 2177	1.182933400
  185	1.180962300
  565	1.180858300
  812	1.178780800
 3881	1.176399500
  568	1.169135200
 5397	1.164744100
 4682	1.159142600
 4159	1.156009000
 1537	1.147257400
 3076	1.147197700
  867	1.144259900
 3060	1.139417000
  412	1.139162700
  344	1.126792300
 1282	1.118713500
  566	1.116042400
 1164	1.108761900
 5315	1.106059800
 1503	1.097449500
  889	1.092375300
 1456	1.091756800
  146	1.091452500
  495	1.082237600
 3802	1.081532100
 1922	1.081278800
 2364	1.079067000
  765	1.070391800
  761	1.068927800
 1535	1.063017400
 1943	1.055406900
 1534	1.051984000
  200	1.051667700
 2179	1.049204600
  205	1.045372200
 2096	1.041322400
  819	1.034929600
 1248	1.032708200
 5673	1.030357200
 2196	1.026117800
  696	1.023351900
  592	1.021993400
  794	1.017423600
  260	1.016214100
  167	1.014667600
  470	1.014112800
 3578	1.012536900
 7008	1.011863400
  945	1.003749600
 1963	0.995863600
  560	0.993236960
  149	0.985311570
 1932	0.982949400
 5728	0.976681050
 1217	0.974091500
 1186	0.969754400
 2484	0.966899040
 3322	0.966063740
  129	0.962683000
 1323	0.957627400
 1091	0.956871400
  405	0.956137060
 2195	0.951615500
  664	0.950760960
  102	0.948977100
  669	0.948061400
 1527	0.946093000
 1143	0.945515100
